"sites","temperature_..C.","oxygen_.µmol.kg.","date","longitude","latitude","depth","depth_layer","station"
"BATS (Section NA, Cruise BATS248)_10.00",23.634,NA,"2009-07-14 00:00:00",-64.16,31.66,10,"EPI","BATS (Section NA, Cruise BATS248)"
"10 (Section GA02, Cruise PE319)_50.00",11.374,252.7,"2010-05-10 12:13:00",-42.4467,49.7225,50,"EPI","10 (Section GA02, Cruise PE319)"
"BATS (Section NA, Cruise BATS192)_180.00",18.61,NA,"2004-09-14 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS192)"
"BATS (Section NA, Cruise BATS189)_180.00",18.898,NA,"2004-06-15 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS189)"
"BATS (Section NA, Cruise BATS188)_80.00",19.593,NA,"2004-05-18 00:00:00",-64.16,31.66,80,"EPI","BATS (Section NA, Cruise BATS188)"
"6 (Section GA03, Cruise KN204)_111.10",23.458,207.4,"2011-11-15 06:20:00",-68.3895,37.6073,111.1,"EPI","6 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT166)_100.00",23.5076,NA,"2004-12-14 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT166)"
"36 (Section GP13, Cruise SS2011)_75.10",19.467,NA,"2011-06-01 12:02:53",-171.999,-32.4998,75.1,"EPI","36 (Section GP13, Cruise SS2011)"
"11 (Section GA10, Cruise D357)_71.30",13.565,252.3902,"2010-11-15 02:37:00",7.7251,-39.2555,71.3,"EPI","11 (Section GA10, Cruise D357)"
"8 (Section GA02, Cruise JC057)_49.00",21.949,220.8,"2011-03-13 13:43:00",-39.431,-35.0093,49,"EPI","8 (Section GA02, Cruise JC057)"
"18 (Section GA02, Cruise JC057)_61.00",25.824,194.3,"2011-03-27 13:11:00",-32.8745,-0.1915,61,"EPI","18 (Section GA02, Cruise JC057)"
"3 (Section GA10, Cruise D357)_10.00",13.001,258.2439,"2010-10-23 03:39:00",13.276,-36.4846,10,"EPI","3 (Section GA10, Cruise D357)"
"BATS (Section NA, Cruise BATS185)_40.00",20,NA,"2004-02-24 00:00:00",-64.16,31.66,40,"EPI","BATS (Section NA, Cruise BATS185)"
"3 (Section GA02, Cruise JC057)_151.00",12.607,223.4,"2011-03-08 03:21:00",-47.179,-46.907,151,"EPI","3 (Section GA02, Cruise JC057)"
"14 (Section GA03, Cruise KN204)_233.60",18.143,193.3,"2011-11-26 15:01:00",-49.633,27.5831,233.6,"MES","14 (Section GA03, Cruise KN204)"
"5 (Section GA02, Cruise JC057)_150.00",9.079,255.2,"2011-03-10 02:43:00",-44.0318,-42.364,150,"EPI","5 (Section GA02, Cruise JC057)"
"16 (Section GA02, Cruise PE319)_8.00",18.574,223.1,"2010-05-20 13:30:00",-53.2681,36.2067,8,"EPI","16 (Section GA02, Cruise PE319)"
"16 (Section GA02, Cruise JC057)_50.00",28.668,195.4,"2011-03-24 12:54:00",-28.4572,-5.6667,50,"EPI","16 (Section GA02, Cruise JC057)"
"BATS (Section NA, Cruise BATS194)_1.00",23.267,210.8,"2004-11-12 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS194)"
"15 (Section GA02, Cruise PE319)_103.00",17.24,215.8,"2010-05-18 13:22:00",-50.6855,37.5673,103,"EPI","15 (Section GA02, Cruise PE319)"
"BATS (Section NA, Cruise BATS186)_1.00",20.023,227.6,"2004-03-23 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS186)"
"4 (Section GA02, Cruise JC057)_149.00",8.126,258.6,"2011-03-09 03:22:00",-45.5265,-44.7117,149,"EPI","4 (Section GA02, Cruise JC057)"
"17 (Section GA02, Cruise PE319)_50.00",18.167,218,"2010-05-21 13:30:00",-55.4316,34.3277,50,"EPI","17 (Section GA02, Cruise PE319)"
"4 (Section GP13, Cruise SS2011)_15.40",21.934,NA,"2011-05-16 17:59:17",155.986,-30.0006,15.4,"EPI","4 (Section GP13, Cruise SS2011)"
"2 (Section GA10, Cruise D357)_81.50",17.818,230.9268,"2010-10-20 10:08:00",14.9064,-35.3669,81.5,"EPI","2 (Section GA10, Cruise D357)"
"GT20 (Section GP13, Cruise TAN1109)_77.00",18.529,220.8,"2011-06-20 13:01:00",-153.0057,-32.494,77,"EPI","GT20 (Section GP13, Cruise TAN1109)"
"4 (Section GA03, Cruise KN204)_90.80",23.571,207.8,"2011-11-12 14:57:00",-68.8755,38.3243,90.8,"EPI","4 (Section GA03, Cruise KN204)"
"20 (Section GA03, Cruise KN204)_234.10",17.353,159.3,"2011-12-03 23:12:00",-35.867,22.3331,234.1,"MES","20 (Section GA03, Cruise KN204)"
"GT11 (Section GP13, Cruise TAN1109)_52.00",19.474,218.8,"2011-06-15 21:47:00",-162.009,-32.509,52,"EPI","GT11 (Section GP13, Cruise TAN1109)"
"16 (Section GA03, Cruise KN204)_234.80",17.948,190.1,"2011-11-30 03:40:00",-44.8262,26.1369,234.8,"MES","16 (Section GA03, Cruise KN204)"
"BATS (Section NA, Cruise BATS179)_10.00",28.984,NA,"2003-08-12 00:00:00",-64.16,31.66,10,"EPI","BATS (Section NA, Cruise BATS179)"
"Station ALOHA (Section NA, Cruise HOT165)_100.00",21.5099,NA,"2004-11-10 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT165)"
"BATS (Section NA, Cruise BATS175)_180.00",18.89,NA,"2003-04-22 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS175)"
"15 (Section GA02, Cruise PE319)_75.00",17.648,220.4,"2010-05-18 13:22:00",-50.6855,37.5673,75,"EPI","15 (Section GA02, Cruise PE319)"
"15 (Section GA02, Cruise PE319)_10.00",17.759,222.6,"2010-05-18 13:22:00",-50.6855,37.5673,10,"EPI","15 (Section GA02, Cruise PE319)"
"11 (Section GA02, Cruise PE319)_201.00",14.053,212.6,"2010-05-11 13:26:00",-39.399,47.8007,201,"EPI","11 (Section GA02, Cruise PE319)"
"35 (Section GA02, Cruise PE321)_100.00",26.258,185.1,"2010-06-28 14:16:00",-50.4686,9.5462,100,"EPI","35 (Section GA02, Cruise PE321)"
"GT14 (Section GP13, Cruise TAN1109)_49.00",19.523,217.6,"2011-06-17 01:54:00",-159.0193,-32.4637,49,"EPI","GT14 (Section GP13, Cruise TAN1109)"
"GT3 (Section GP13, Cruise TAN1109)_75.00",19.056,221.6,"2011-06-11 08:25:00",-169.9952,-32.4937,75,"EPI","GT3 (Section GP13, Cruise TAN1109)"
"12 (Section GA02, Cruise PE319)_49.00",15.043,225.5,"2010-05-12 20:39:00",-39.658,46.312,49,"EPI","12 (Section GA02, Cruise PE319)"
"BATS (Section NA, Cruise BATS178)_120.00",18.834,NA,"2003-07-15 00:00:00",-64.16,31.66,120,"EPI","BATS (Section NA, Cruise BATS178)"
"12 (Section GA02, Cruise PE319)_153.00",14.426,212.9,"2010-05-12 20:39:00",-39.658,46.312,153,"EPI","12 (Section GA02, Cruise PE319)"
"29 (Section GP13, Cruise SS2011)_29.50",20.686,NA,"2011-05-28 11:09:40",-179.125,-32.4995,29.5,"EPI","29 (Section GP13, Cruise SS2011)"
"BATS (Section NA, Cruise BATS175)_80.00",19.453,NA,"2003-04-22 00:00:00",-64.16,31.66,80,"EPI","BATS (Section NA, Cruise BATS175)"
"19 (Section GP13, Cruise SS2011)_50.40",21.387,NA,"2011-05-23 11:54:38",171,-29.9997,50.4,"EPI","19 (Section GP13, Cruise SS2011)"
"12 (Section GA03, Cruise KN199-4)_31.80",26.67,202.7,"2010-11-02 09:05:00",-24.4998,17.3998,31.8,"EPI","12 (Section GA03, Cruise KN199-4)"
"1 (Section GA10, Cruise D357)_31.20",17.715,241.7561,"2010-10-19 06:14:00",17.0699,-34.629,31.2,"EPI","1 (Section GA10, Cruise D357)"
"11 (Section GA02, Cruise PE319)_152.00",14.486,220.6,"2010-05-11 13:26:00",-39.399,47.8007,152,"EPI","11 (Section GA02, Cruise PE319)"
"GT2 (Section GP13, Cruise TAN1109)_32.00",19.297,220.9,"2011-06-10 22:48:00",-170.9953,-32.4967,32,"EPI","GT2 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS188)_180.00",18.805,NA,"2004-05-18 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS188)"
"BATS (Section NA, Cruise BATS173)_40.00",19.843,NA,"2003-02-21 00:00:00",-64.16,31.66,40,"EPI","BATS (Section NA, Cruise BATS173)"
"11 (Section GA02, Cruise PE319)_50.00",15.009,226.9,"2010-05-11 13:26:00",-39.399,47.8007,50,"EPI","11 (Section GA02, Cruise PE319)"
"21 (Section GA02, Cruise PE321)_100.00",18.469,205.3,"2010-06-13 00:53:00",-64.167,31.6667,100,"EPI","21 (Section GA02, Cruise PE321)"
"3 reoccupied (Section GA10, Cruise D357)_61.50",14.73,251.1219,"2010-11-12 07:08:00",13.2196,-36.4495,61.5,"EPI","3 reoccupied (Section GA10, Cruise D357)"
"18 (Section GA03, Cruise KN204)_283.90",17.305,185.8,"2011-12-01 17:25:00",-40.2179,24.1497,283.9,"MES","18 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT216)_100.00",1.4784,151.7,"2009-11-04 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT216)"
"15 (Section GA02, Cruise PE319)_52.00",17.695,221.8,"2010-05-18 13:22:00",-50.6855,37.5673,52,"EPI","15 (Section GA02, Cruise PE319)"
"22 (Section GP13, Cruise SS2011)_14.90",21.519,NA,"2011-05-24 15:11:38",174.001,-30.0013,14.9,"EPI","22 (Section GP13, Cruise SS2011)"
"27 (Section GA02, Cruise PE321)_12.00",28.394,193.9,"2010-06-19 21:44:00",-63.5833,22.3411,12,"EPI","27 (Section GA02, Cruise PE321)"
"BATS (Section NA, Cruise BATS176)_1.00",22.746,215.9,"2003-05-20 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS176)"
"24 (Section GA03, Cruise KN204)_135.00",16.768,112.7,"2011-12-10 08:27:00",-24.5,17.4,135,"EPI","24 (Section GA03, Cruise KN204)"
"11 (Section GA02, Cruise PE319)_75.00",15.057,223.3,"2010-05-11 13:26:00",-39.399,47.8007,75,"EPI","11 (Section GA02, Cruise PE319)"
"17 (Section GA02, Cruise JC057)_149.00",13.463,124,"2011-03-25 21:08:00",-28.9172,-2.6505,149,"EPI","17 (Section GA02, Cruise JC057)"
"GT2 (Section GP13, Cruise TAN1109)_16.00",19.313,220.6,"2011-06-10 22:48:00",-170.9953,-32.4967,16,"EPI","GT2 (Section GP13, Cruise TAN1109)"
"10 (Section GA03, Cruise KN204)_75.70",24.189,209.1,"2011-11-19 19:31:00",-64.175,31.7535,75.7,"EPI","10 (Section GA03, Cruise KN204)"
"17 (Section GA02, Cruise JC057)_65.00",21.077,159,"2011-03-25 21:08:00",-28.9172,-2.6505,65,"EPI","17 (Section GA02, Cruise JC057)"
"Station ALOHA (Section NA, Cruise HOT151)_115.00",22.6477,NA,"2003-08-20 00:00:00",-158,22.75,115,"EPI","Station ALOHA (Section NA, Cruise HOT151)"
"BATS (Section NA, Cruise BATS195)_180.00",19.288,NA,"2004-12-08 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS195)"
"Station ALOHA (Section NA, Cruise HOT154)_85.00",23.0548,NA,"2003-12-20 00:00:00",-158,22.75,85,"EPI","Station ALOHA (Section NA, Cruise HOT154)"
"Station ALOHA (Section NA, Cruise HOT147)_125.00",20.11,NA,"2003-04-23 00:00:00",-158,22.75,125,"EPI","Station ALOHA (Section NA, Cruise HOT147)"
"BATS (Section NA, Cruise BATS192)_100.00",19.509,NA,"2004-09-14 00:00:00",-64.16,31.66,100,"EPI","BATS (Section NA, Cruise BATS192)"
"3 (Section GA03, Cruise KN204)_135.60",20.289,161.6,"2011-11-10 14:23:00",-69.1313,38.655,135.6,"EPI","3 (Section GA03, Cruise KN204)"
"24 (Section GA03, Cruise KN204)_48.10",24.678,207,"2011-12-10 08:27:00",-24.5,17.4,48.1,"EPI","24 (Section GA03, Cruise KN204)"
"24 (Section GP13, Cruise SS2011)_99.70",20.352,NA,"2011-05-25 19:16:06",175.98,-30.0002,99.7,"EPI","24 (Section GP13, Cruise SS2011)"
"25 (Section GA02, Cruise PE321)_202.00",18.96,198.3,"2010-06-17 19:56:00",-67.0726,24.7143,202,"EPI","25 (Section GA02, Cruise PE321)"
"16 (Section GA03, Cruise KN204)_89.90",23.157,221,"2011-11-30 03:40:00",-44.8262,26.1369,89.9,"EPI","16 (Section GA03, Cruise KN204)"
"11 (Section GA02, Cruise JC057)_151.00",20.14,208.6,"2011-03-17 00:34:00",-34.2585,-26.0867,151,"EPI","11 (Section GA02, Cruise JC057)"
"GT7 (Section GP13, Cruise TAN1109)_76.00",19.386,219.5,"2011-06-13 12:49:00",-165.9988,-32.4985,76,"EPI","GT7 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS194)_180.00",21.428,217.2,"2004-11-12 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS194)"
"16 (Section GA03, Cruise KN204)_39.70",25.137,205.3,"2011-11-30 03:40:00",-44.8262,26.1369,39.7,"EPI","16 (Section GA03, Cruise KN204)"
"16 (Section GA03, Cruise KN204)_185.70",18.979,184.8,"2011-11-30 03:40:00",-44.8262,26.1369,185.7,"EPI","16 (Section GA03, Cruise KN204)"
"33 (Section GA02, Cruise PE321)_9.00",29.07,202.8,"2010-06-26 12:25:00",-53.4215,13.1623,9,"EPI","33 (Section GA02, Cruise PE321)"
"BATS (Section NA, Cruise BATS185)_180.00",19.376,NA,"2004-02-24 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS185)"
"17 (Section GA02, Cruise JC057)_10.00",28.778,197.8,"2011-03-25 21:08:00",-28.9172,-2.6505,10,"EPI","17 (Section GA02, Cruise JC057)"
"BATS (Section NA, Cruise BATS194)_80.00",23.271,NA,"2004-11-12 00:00:00",-64.16,31.66,80,"EPI","BATS (Section NA, Cruise BATS194)"
"BATS (Section NA, Cruise BATS179)_100.00",20.41,NA,"2003-08-12 00:00:00",-64.16,31.66,100,"EPI","BATS (Section NA, Cruise BATS179)"
"23 (Section GA02, Cruise PE321)_8.00",26.876,201.4,"2010-06-16 00:22:00",-67.5015,28.0905,8,"EPI","23 (Section GA02, Cruise PE321)"
"12 (Section GA02, Cruise JC057)_150.00",19.512,213.7,"2011-03-18 14:16:00",-32.7487,-22.4732,150,"EPI","12 (Section GA02, Cruise JC057)"
"5 (Section GA02, Cruise JC057)_10.00",17.211,251.8,"2011-03-10 02:43:00",-44.0318,-42.364,10,"EPI","5 (Section GA02, Cruise JC057)"
"32 (Section GP13, Cruise SS2011)_100.30",17.67,NA,"2011-05-29 16:18:17",-176.03,-32.4995,100.3,"EPI","32 (Section GP13, Cruise SS2011)"
"GT4 (Section GP13, Cruise TAN1109)_76.00",19.003,221.2,"2011-06-12 07:26:00",-169.0023,-32.499,76,"EPI","GT4 (Section GP13, Cruise TAN1109)"
"16 (Section GA03, Cruise KN204)_110.70",21.995,214.4,"2011-11-30 03:40:00",-44.8262,26.1369,110.7,"EPI","16 (Section GA03, Cruise KN204)"
"GT12 (Section GP13, Cruise TAN1109)_15.00",19.079,220.1,"2011-06-16 08:38:00",-160.9928,-32.4978,15,"EPI","GT12 (Section GP13, Cruise TAN1109)"
"7 (Section GA03, Cruise KN199-4)_2.00",NA,NA,"2010-10-24 09:46:00",-22.0001,24,2,"EPI","7 (Section GA03, Cruise KN199-4)"
"16 (Section GA02, Cruise JC057)_10.00",28.884,193.7,"2011-03-24 12:54:00",-28.4572,-5.6667,10,"EPI","16 (Section GA02, Cruise JC057)"
"14 (Section GA03, Cruise KN204)_69.40",23.437,231.7,"2011-11-26 15:01:00",-49.633,27.5831,69.4,"EPI","14 (Section GA03, Cruise KN204)"
"11 (Section GP13, Cruise SS2011)_51.30",21.93,NA,"2011-05-19 15:42:38",162.998,-30.0006,51.3,"EPI","11 (Section GP13, Cruise SS2011)"
"20 (Section GA03, Cruise KN204)_74.30",23.994,219.3,"2011-12-03 23:12:00",-35.867,22.3331,74.3,"EPI","20 (Section GA03, Cruise KN204)"
"38 (Section GP13, Cruise SS2011)_76.00",19.634,NA,"2011-05-31 18:10:31",-170,-32.5001,76,"EPI","38 (Section GP13, Cruise SS2011)"
"GT5 (Section GP13, Cruise TAN1109)_50.00",19.492,219.1,"2011-06-12 16:59:00",-168.002,-32.495,50,"EPI","GT5 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT162)_175.00",17.47,NA,"2004-08-15 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT162)"
"BATS (Section NA, Cruise BATS182)_1.00",25.333,NA,"2003-11-04 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS182)"
"GT11 (Section GP13, Cruise TAN1109)_101.00",19.401,218.9,"2011-06-15 21:47:00",-162.009,-32.509,101,"EPI","GT11 (Section GP13, Cruise TAN1109)"
"22 (Section GP13, Cruise SS2011)_75.10",20.415,NA,"2011-05-24 15:11:38",174.001,-30.0013,75.1,"EPI","22 (Section GP13, Cruise SS2011)"
"7 (Section GP13, Cruise SS2011)_101.00",22.015,NA,"2011-05-17 19:55:38",159,-29.9999,101,"EPI","7 (Section GP13, Cruise SS2011)"
"15 (Section GA02, Cruise JC057)_10.00",28.78,193.2,"2011-03-23 11:11:00",-28.0012,-9.1608,10,"EPI","15 (Section GA02, Cruise JC057)"
"GT22 (Section GP13, Cruise TAN1109)_76.00",19.159,218.5,"2011-06-21 13:10:00",-151.0007,-32.4957,76,"EPI","GT22 (Section GP13, Cruise TAN1109)"
"4 (Section GP13, Cruise SS2011)_50.60",21.906,NA,"2011-05-16 17:59:17",155.986,-30.0006,50.6,"EPI","4 (Section GP13, Cruise SS2011)"
"GT21 (Section GP13, Cruise TAN1109)_75.00",18.888,220,"2011-06-21 00:03:00",-151.9995,-32.4885,75,"EPI","GT21 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS173)_1.00",20.003,NA,"2003-02-21 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS173)"
"GT8 (Section GP13, Cruise TAN1109)_15.00",19.338,220.2,"2011-06-13 22:40:00",-164.9923,-32.4957,15,"EPI","GT8 (Section GP13, Cruise TAN1109)"
"18 (Section GA02, Cruise JC057)_150.00",14.031,162.5,"2011-03-27 13:11:00",-32.8745,-0.1915,150,"EPI","18 (Section GA02, Cruise JC057)"
"29 (Section GP13, Cruise SS2011)_15.60",20.685,NA,"2011-05-28 11:09:40",-179.125,-32.4995,15.6,"EPI","29 (Section GP13, Cruise SS2011)"
"Station ALOHA (Section NA, Cruise HOT160)_125.00",23.0019,NA,"2004-06-15 00:00:00",-158,22.75,125,"EPI","Station ALOHA (Section NA, Cruise HOT160)"
"GT18 (Section GP13, Cruise TAN1109)_30.00",19.241,218.2,"2011-06-19 06:47:00",-154.9993,-32.4995,30,"EPI","GT18 (Section GP13, Cruise TAN1109)"
"GT17 (Section GP13, Cruise TAN1109)_77.00",18.833,219.9,"2011-06-18 20:24:00",-156.0107,-32.5038,77,"EPI","GT17 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT166)_175.00",18.8705,NA,"2004-12-14 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT166)"
"36 (Section GP13, Cruise SS2011)_30.90",19.661,NA,"2011-06-01 12:02:53",-171.999,-32.4998,30.9,"EPI","36 (Section GP13, Cruise SS2011)"
"17 (Section GA02, Cruise PE319)_103.00",17.557,207.6,"2010-05-21 13:30:00",-55.4316,34.3277,103,"EPI","17 (Section GA02, Cruise PE319)"
"23 (Section GA02, Cruise PE321)_200.00",19.329,191.9,"2010-06-16 00:22:00",-67.5015,28.0905,200,"EPI","23 (Section GA02, Cruise PE321)"
"3 (Section GA03, Cruise KN204)_28.40",24.514,204.4,"2011-11-10 14:23:00",-69.1313,38.655,28.4,"EPI","3 (Section GA03, Cruise KN204)"
"GT16 (Section GP13, Cruise TAN1109)_49.00",18.832,219.9,"2011-06-18 10:34:00",-157.0088,-32.494,49,"EPI","GT16 (Section GP13, Cruise TAN1109)"
"22 (Section GA03, Cruise KN204)_84.00",23.235,205.3,"2011-12-07 11:25:00",-29.3832,19.4334,84,"EPI","22 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT164)_175.00",18.8695,NA,"2004-10-10 00:00:00",-158,22.75,175,"EPI","Station ALOHA (Section NA, Cruise HOT164)"
"GT14 (Section GP13, Cruise TAN1109)_15.00",19.512,217.8,"2011-06-17 01:54:00",-159.0193,-32.4637,15,"EPI","GT14 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT147)_5.00",24.6207,NA,"2003-04-23 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT147)"
"1 (Section GA03, Cruise KN204)_30.20",19.386,226.7,"2011-11-08 10:56:00",-69.8629,39.6923,30.2,"EPI","1 (Section GA03, Cruise KN204)"
"Station ALOHA (Section NA, Cruise HOT160)_5.00",25.8764,NA,"2004-06-15 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT160)"
"35 (Section GA02, Cruise PE321)_9.00",28.629,193.5,"2010-06-28 14:16:00",-50.4686,9.5462,9,"EPI","35 (Section GA02, Cruise PE321)"
"31 (Section GA02, Cruise PE321)_201.00",20.414,159.2,"2010-06-24 15:06:00",-56.2685,16.8312,201,"EPI","31 (Section GA02, Cruise PE321)"
"3 (Section GA10, Cruise D357)_50.20",12.624,261.4634,"2010-10-23 03:39:00",13.276,-36.4846,50.2,"EPI","3 (Section GA10, Cruise D357)"
"Station ALOHA (Section NA, Cruise HOT159)_115.00",22.1357,NA,"2004-05-18 00:00:00",-158,22.75,115,"EPI","Station ALOHA (Section NA, Cruise HOT159)"
"Station ALOHA (Section NA, Cruise HOT162)_100.00",21.5412,NA,"2004-08-15 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT162)"
"GT3 (Section GP13, Cruise TAN1109)_203.00",14.172,194.4,"2011-06-11 08:25:00",-169.9952,-32.4937,203,"EPI","GT3 (Section GP13, Cruise TAN1109)"
"31 (Section GA02, Cruise PE321)_150.00",22.921,163.9,"2010-06-24 15:06:00",-56.2685,16.8312,150,"EPI","31 (Section GA02, Cruise PE321)"
"Station ALOHA (Section NA, Cruise HOT154)_5.00",24.299,NA,"2003-12-20 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT154)"
"4 (Section GA03, Cruise KN204)_39.40",23.536,208,"2011-11-12 14:57:00",-68.8755,38.3243,39.4,"EPI","4 (Section GA03, Cruise KN204)"
"GT17 (Section GP13, Cruise TAN1109)_15.00",18.828,220,"2011-06-18 20:24:00",-156.0107,-32.5038,15,"EPI","GT17 (Section GP13, Cruise TAN1109)"
"35 (Section GA02, Cruise PE321)_151.00",18.286,116.1,"2010-06-28 14:16:00",-50.4686,9.5462,151,"EPI","35 (Section GA02, Cruise PE321)"
"GT19 (Section GP13, Cruise TAN1109)_100.00",18.031,223.1,"2011-06-19 18:28:00",-153.9982,-32.5013,100,"EPI","GT19 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS174)_180.00",19.072,NA,"2003-03-22 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS174)"
"19 (Section GP13, Cruise SS2011)_100.50",21.381,NA,"2011-05-23 11:54:38",171,-29.9997,100.5,"EPI","19 (Section GP13, Cruise SS2011)"
"Station ALOHA (Section NA, Cruise HOT149)_100.00",22.7149,NA,"2003-06-19 00:00:00",-158,22.75,100,"EPI","Station ALOHA (Section NA, Cruise HOT149)"
"3 (Section GA02, Cruise JC057)_10.00",17.166,242.6,"2011-03-08 03:21:00",-47.179,-46.907,10,"EPI","3 (Section GA02, Cruise JC057)"
"Station ALOHA (Section NA, Cruise HOT144)_125.00",22.2437,NA,"2003-01-17 00:00:00",-158,22.75,125,"EPI","Station ALOHA (Section NA, Cruise HOT144)"
"GT12 (Section GP13, Cruise TAN1109)_73.00",19.076,219.8,"2011-06-16 08:38:00",-160.9928,-32.4978,73,"EPI","GT12 (Section GP13, Cruise TAN1109)"
"GT17 (Section GP13, Cruise TAN1109)_31.00",18.828,220.3,"2011-06-18 20:24:00",-156.0107,-32.5038,31,"EPI","GT17 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS193)_180.00",18.633,NA,"2004-10-13 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS193)"
"GT14 (Section GP13, Cruise TAN1109)_76.00",19.528,217.8,"2011-06-17 01:54:00",-159.0193,-32.4637,76,"EPI","GT14 (Section GP13, Cruise TAN1109)"
"GT8 (Section GP13, Cruise TAN1109)_50.00",19.378,218.8,"2011-06-13 22:40:00",-164.9923,-32.4957,50,"EPI","GT8 (Section GP13, Cruise TAN1109)"
"3 (Section GA02, Cruise JC057)_51.00",14.844,214.1,"2011-03-08 03:21:00",-47.179,-46.907,51,"EPI","3 (Section GA02, Cruise JC057)"
"Station ALOHA (Section NA, Cruise HOT153)_5.00",26.5241,NA,"2003-11-09 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT153)"
"GT15 (Section GP13, Cruise TAN1109)_202.00",15.273,200.2,"2011-06-17 14:06:00",-157.9945,-32.495,202,"EPI","GT15 (Section GP13, Cruise TAN1109)"
"6 (Section GA03, Cruise KN204)_160.00",19.819,166.2,"2011-11-15 06:20:00",-68.3895,37.6073,160,"EPI","6 (Section GA03, Cruise KN204)"
"GT9 (Section GP13, Cruise TAN1109)_31.00",19.405,218.7,"2011-06-14 16:46:00",-163.9897,-32.5043,31,"EPI","GT9 (Section GP13, Cruise TAN1109)"
"BATS (Section NA, Cruise BATS174)_1.00",19.815,NA,"2003-03-22 00:00:00",-64.16,31.66,1,"EPI","BATS (Section NA, Cruise BATS174)"
"GT3 (Section GP13, Cruise TAN1109)_103.00",19.011,221.3,"2011-06-11 08:25:00",-169.9952,-32.4937,103,"EPI","GT3 (Section GP13, Cruise TAN1109)"
"Station ALOHA (Section NA, Cruise HOT163)_115.00",21.9209,NA,"2004-09-28 00:00:00",-158,22.75,115,"EPI","Station ALOHA (Section NA, Cruise HOT163)"
"Station ALOHA (Section NA, Cruise HOT149)_5.00",25.8035,NA,"2003-06-19 00:00:00",-158,22.75,5,"EPI","Station ALOHA (Section NA, Cruise HOT149)"
"Station ALOHA (Section NA, Cruise HOT158)_125.00",22.6176,NA,"2004-04-20 00:00:00",-158,22.75,125,"EPI","Station ALOHA (Section NA, Cruise HOT158)"
"GT3 (Section GP13, Cruise TAN1109)_51.00",19.328,220.9,"2011-06-11 08:25:00",-169.9952,-32.4937,51,"EPI","GT3 (Section GP13, Cruise TAN1109)"
"7 (Section GP13, Cruise SS2011)_15.50",22.027,NA,"2011-05-17 19:55:38",159,-29.9999,15.5,"EPI","7 (Section GP13, Cruise SS2011)"
"BATS (Section NA, Cruise BATS191)_180.00",19.563,NA,"2004-08-17 00:00:00",-64.16,31.66,180,"EPI","BATS (Section NA, Cruise BATS191)"
"12 (Section GA03, Cruise KN199-4)_71.90",21.98,184.5,"2010-11-02 09:05:00",-24.4998,17.3998,71.9,"EPI","12 (Section GA03, Cruise KN199-4)"
"GT3 (Section GP13, Cruise TAN1109)_16.00",19.337,221,"2011-06-11 08:25:00",-169.9952,-32.4937,16,"EPI","GT3 (Section GP13, Cruise TAN1109)"
